Numero_dossier_ID,Client,Formule,date.ouverture,heure.ouverture,Matricule.de.traitement,Cause.intervention,date.de.survenance,Type.d.energie,Outil.d.assistance,Assistance.ou.Administratif,TOP.D.R,TOP.VR,TOP.Rappat.valide,TOP.Poursuite,TOP.Recup,TOP.Autres.Garanties,annee.ouverture,mois.ouverture
6630858,C7,F49,2021-04-06,07:53:00,1531,Panne mécanique,2021-04-06,Diesel,MCS,Assistance,1,0,0,0,0,0,2021,4
6164117,C1,F6,2022-02-04,17:31:00,187,Panne mécanique,2022-02-04,Diesel,Higgins,Assistance,1,0,0,0,0,0,2022,2
7138511,C3,F3,2021-10-05,17:34:00,319,Panne mécanique,2021-10-05,Essence,MCS,Assistance,0,0,0,0,0,1,2021,10
6100547,C12,F26,2022-06-30,16:32:00,827,Panne mécanique,2022-06-30,Autre,MCS,Assistance,1,0,0,0,0,0,2022,6
6167302,C3,F63,2021-12-17,22:48:00,290,Inconnue,2021-12-17,Diesel,MCS,Assistance,1,0,0,0,0,0,2021,12
7480568,C4,F4,2022-12-31,18:24:00,319,"Clés, Carburant, Crevaison",2022-12-31,Essence,MCS,Assistance,1,0,0,0,0,0,2022,12
7841570,C4,F4,2022-08-27,18:10:00,1829,Panne mécanique,2022-08-27,Diesel,Higgins,Assistance,1,0,0,0,0,0,2022,8
6092178,C1,F1,2021-02-02,17:11:00,152,Panne mécanique,2021-02-02,Essence,Higgins,Assistance,1,1,1,0,0,0,2021,2
8209061,C3,???,2021-09-10,11:37:00,1017,Panne mécanique,2021-09-10,Diesel,MCS,,1,0,0,0,0,0,2021,9
7210542,C4,F4,2021-06-22,09:54:00,909,Panne mécanique,2021-06-22,Diesel,MCS,Assistance,1,0,0,0,0,0,2021,6
5603200,C3,F3,2022-04-11,13:00:00,637,Panne mécanique,2022-04-11,Essence,Higgins,Assistance,1,0,0,0,0,0,2022,4
6384965,C3,F28,2022-02-08,11:04:00,967,Panne mécanique,2022-02-08,Essence,Higgins,Assistance,1,0,0,0,0,0,2022,2
6610648,C8,F55,2021-02-23,14:23:00,1322,Panne mécanique,2021-02-23,Essence,MCS,Assistance,1,0,0,0,0,0,2021,2
8457860,C4,F8,2021-09-01,18:22:00,496,"Clés, Carburant, Crevaison",2021-09-01,Essence,MCS,Assistance,1,0,0,0,0,0,2021,9
8392298,C4,F4,2021-11-19,11:50:00,775,"Clés, Carburant, Crevaison",2021-11-19,Diesel,Higgins,Assistance,1,0,0,0,0,0,2021,11
8520394,C7,F19,2021-10-04,10:38:00,1605,Panne mécanique,2021-10-04,Diesel,MCS,Assistance,1,1,0,0,0,0,2021,10
7206837,C3,F5,2021-04-17,14:42:00,1144,"Clés, Carburant, Crevaison",2021-04-17,Diesel,MCS,Assistance,1,0,0,0,0,0,2021,4
6301511,C3,F3,2021-08-13,09:03:00,649,Accident,2021-08-13,Diesel,MCS,Assistance,1,0,0,0,0,0,2021,8
7983934,C1,F1,2022-03-03,16:10:00,444,Accident,2022-03-03,Essence,MCS,Assistance,1,0,1,0,0,0,2022,3
5755980,C4,F8,2021-11-10,14:33:00,1429,Panne mécanique,2021-11-10,Diesel,MCS,,1,0,0,0,0,0,2021,11
8439604,C16,F38,2021-01-20,15:58:00,171,Panne mécanique,2021-01-20,Diesel,MCS,Assistance,1,1,0,0,0,0,2021,1
6565760,C5,F99,2022-09-30,12:52:00,931,Autres,2022-09-30,Essence,MCS,Assistance,0,0,0,0,0,0,2022,9
8287729,C4,F4,2022-05-23,10:54:00,726,Accident,2022-05-23,Essence,MCS,Assistance,1,0,0,0,0,0,2022,5
8470463,C4,F4,2021-12-14,10:11:00,1626,Panne mécanique,2021-12-14,Diesel,Higgins,Assistance,1,0,0,0,0,0,2021,12
8432171,C1,F0,2021-02-13,08:00:00,171,Panne mécanique,2021-02-13,Diesel,MCS,Assistance,1,0,0,0,0,0,2021,2
8337370,C4,F4,2021-02-02,15:13:00,214,Accident,2021-02-02,Diesel,MCS,Assistance,1,0,0,0,0,0,2021,2
6339159,C3,F5,2022-06-15,21:18:00,1650,Panne mécanique,2022-06-15,Essence,MCS,Assistance,1,0,0,0,0,0,2022,6
7089016,C3,F5,2021-04-06,11:00:00,891,Panne mécanique,2021-04-06,Essence,Higgins,,1,0,0,0,0,0,2021,4
7748302,C1,F1,2022-05-20,17:52:00,235,Panne mécanique,2022-05-20,Diesel,Higgins,Assistance,1,1,1,0,0,0,2022,5
6532179,C4,F8,2022-09-21,21:17:00,849,Panne mécanique,2022-09-21,Diesel,MCS,Assistance,1,1,1,0,0,0,2022,9
6398584,C14,F31,2021-08-13,20:15:00,944,Panne mécanique,2021-08-13,Essence,MCS,Assistance,1,0,0,0,0,0,2021,8
7298538,C4,F8,2022-11-25,10:00:00,383,Panne mécanique,2022-11-25,Essence,MCS,Assistance,1,0,0,0,0,0,2022,11
7629238,C1,F1,2022-08-16,16:24:00,963,Panne mécanique,2022-08-16,Diesel,MCS,Assistance,1,1,0,1,0,1,2022,8
7386940,C1,F6,2021-10-08,09:15:00,898,Panne mécanique,2021-10-08,Diesel,MCS,Assistance,1,0,0,0,0,0,2021,10
6203388,C3,F3,2021-10-20,18:41:00,459,Accident,2021-10-20,,MCS,Assistance,1,0,0,0,0,0,2021,10
6086008,C3,F5,2021-10-08,09:15:00,869,"Clés, Carburant, Crevaison",2021-10-08,Electricité,MCS,Assistance,1,0,0,0,0,0,2021,10
5704473,C3,F5,2022-03-19,10:39:00,378,Panne mécanique,2022-03-19,Essence,Higgins,,1,0,0,0,0,0,2022,3
7402801,C4,F4,2021-12-20,16:34:00,322,Panne mécanique,2021-12-20,Essence,MCS,Assistance,1,0,0,0,0,0,2021,12
7244908,C3,F110,2022-01-04,11:50:00,768,Panne mécanique,2022-01-04,Diesel,Higgins,Assistance,1,0,0,0,0,0,2022,1
7862199,C4,F4,2022-05-09,16:07:00,777,"Clés, Carburant, Crevaison",2022-05-09,Diesel,Higgins,Assistance,1,0,0,0,0,0,2022,5
5829711,C4,F4,2022-12-26,16:45:00,171,Accident,2022-12-26,Diesel,MCS,Assistance,1,0,0,0,0,0,2022,12
6042515,C1,,2021-08-19,14:54:00,493,"Clés, Carburant, Crevaison",2021-08-19,Diesel,Higgins,Assistance,1,0,0,0,0,0,2021,8
7369829,C4,F23,2021-07-19,13:38:00,409,Panne mécanique,2021-07-19,Diesel,MCS,Assistance,1,0,0,1,0,0,2021,7
5926090,C1,F6,2022-06-22,15:25:00,637,Panne mécanique,2022-06-22,Diesel,Higgins,Assistance,1,0,0,0,0,0,2022,6
6481168,C1,F0,2022-01-23,13:41:00,683,Panne mécanique,2022-01-23,Electricité,MCS,Assistance,1,0,0,0,0,0,2022,1
6323516,C10,F74,2022-05-14,16:28:00,276,"Clés, Carburant, Crevaison",2022-05-14,Diesel,MCS,Assistance,1,0,0,0,0,0,2022,5
8122911,C17,F39,2022-03-07,08:54:00,171,Panne mécanique,2022-03-07,Essence,MCS,Assistance,1,0,0,0,0,0,2022,3
6577136,C0,F6,2021-11-03,14:06:00,338,Panne mécanique,2021-11-03,Essence,Higgins,Assistance,1,0,0,0,0,0,2021,11
7403995,C20,F156,2021-05-18,18:40:00,465,Panne mécanique,2021-05-18,Diesel,MCS,Assistance,1,1,0,0,0,0,2021,5
7128447,C1,F1,2022-01-31,13:59:00,754,Panne mécanique,2022-01-31,Essence,MCS,,1,0,0,0,0,0,2022,1
8237861,C4,F4,2021-05-06,11:53:00,578,Panne mécanique,2021-05-05,Diesel,MCS,Assistance,1,0,0,0,0,0,2021,5
8511688,C4,F4,2022-10-17,15:05:00,1956,Panne mécanique,2022-10-17,Essence,Higgins,Assistance,1,0,0,0,0,0,2022,10
8061539,C10,F17,2021-06-24,16:05:00,479,Panne mécanique,2021-06-24,Diesel,MCS,Assistance,1,0,0,0,0,0,2021,6
5837517,C4,F14,2022-04-20,19:03:00,290,Panne mécanique,2022-04-20,Essence,MCS,Assistance,1,0,0,0,0,0,2022,4
6566784,C7,F225,2022-12-10,11:38:00,1650,Panne mécanique,2022-12-10,Essence,MCS,Assistance,0,0,0,0,0,1,2022,12
6067491,C3,F60,2022-06-02,12:47:00,594,Accident,2022-06-02,Essence,MCS,,1,0,0,0,0,0,2022,6
7986982,C4,F67,2021-03-01,10:01:00,1728,Panne mécanique,2021-03-01,Autre,MCS,Assistance,1,0,0,0,0,0,2021,3
5552910,C4,???,2021-07-18,,1321,Panne mécanique,2021-07-18,Diesel,Higgins,Assistance,1,0,0,0,0,0,2021,7
6768654,C29,F127,2022-12-21,09:47:00,1654,Panne mécanique,2022-12-21,Essence,MCS,Assistance,1,0,0,0,0,0,2022,12
7777303,C4,F8,2022-03-09,12:49:00,1007,Panne mécanique,2022-03-09,Diesel,MCS,Assistance,1,0,0,0,0,0,2022,3
7057599,C3,F7,2022-06-28,08:08:00,171,Panne mécanique,2022-06-27,Diesel,MCS,Assistance,1,0,0,0,0,0,2022,6
6819932,C8,F32,2021-05-17,14:41:00,159,Panne mécanique,2021-05-17,Diesel,MCS,Assistance,1,0,0,0,0,0,2021,5
6691258,C25,F79,2021-02-06,10:06:00,623,Panne mécanique,2021-02-06,Diesel,MCS,Assistance,0,0,0,0,0,1,2021,2
8422790,C12,F26,2021-10-08,16:54:00,396,Accident,2021-10-08,,MCS,Assistance,0,1,0,0,0,0,2021,10
7282907,C8,F32,2021-12-02,17:08:00,1856,Panne mécanique,2021-12-02,Essence,MCS,Assistance,0,0,0,0,0,0,2021,12
7176328,C3,F60,2021-03-04,11:08:00,1130,"Clés, Carburant, Crevaison",2021-03-04,Diesel,Higgins,Assistance,1,0,0,0,0,0,2021,3
7948791,C3,F3,2021-05-07,14:14:00,873,Accident,2021-05-07,Diesel,MCS,Assistance,1,0,0,0,0,0,2021,5
5958893,C4,F4,2021-01-18,12:12:00,444,Panne mécanique,2021-01-18,Diesel,MCS,Assistance,1,0,0,0,0,0,2021,1
6350355,C4,F4,2022-01-15,15:43:00,731,Inconnue,2022-01-15,Diesel,Higgins,Assistance,1,0,0,0,0,0,2022,1
6838777,C4,F23,2021-09-10,19:47:00,957,Panne mécanique,2021-09-10,Diesel,MCS,Assistance,1,0,1,0,0,0,2021,9
7921517,C4,F4,2022-01-05,17:06:00,171,"Clés, Carburant, Crevaison",2022-01-05,Diesel,MCS,Assistance,1,0,0,0,0,0,2022,1
7709579,C3,F5,2022-05-07,15:57:00,693,Panne mécanique,2022-05-07,Essence,Higgins,Assistance,1,0,0,0,0,1,2022,5
8447694,C1,F0,2022-07-31,09:03:00,1743,Panne mécanique,2022-07-31,Essence,Higgins,,1,0,0,0,0,0,2022,7
7556540,C4,F4,2022-10-04,13:36:00,1181,Panne mécanique,2022-10-04,Diesel,MCS,Assistance,1,0,0,0,0,0,2022,10
6026317,C3,F5,2022-01-28,15:02:00,896,Panne mécanique,2022-01-28,Essence,MCS,Assistance,1,0,0,0,0,0,2022,1
7602544,C1,???,2021-08-23,14:47:00,1753,Panne mécanique,2021-08-21,Diesel,MCS,Assistance,1,0,0,0,0,0,2021,8
7111609,C4,F23,2021-05-08,17:14:00,1509,"Clés, Carburant, Crevaison",2021-05-08,Diesel,MCS,Assistance,1,0,0,0,0,0,2021,5
6129500,C4,F23,2021-03-06,15:32:00,1144,Panne mécanique,2021-03-06,Diesel,MCS,Assistance,1,0,1,0,1,0,2021,3
8458432,C3,F83,2022-06-30,12:25:00,506,Accident,2022-06-30,Diesel,Higgins,Assistance,1,0,0,0,0,0,2022,6
5627478,C10,F17,2021-01-01,15:28:00,179,Panne mécanique,2021-01-01,Essence,MCS,,1,0,0,0,0,0,2021,1
5828881,C4,???,2022-06-11,13:21:00,1029,Panne mécanique,2022-06-11,Essence,Higgins,Assistance,1,0,0,0,0,0,2022,6
5710057,C10,F16,2022-11-13,,924,Panne mécanique,2022-11-13,Electricité,MCS,Assistance,1,0,0,0,0,0,2022,11
7223757,C14,F230,2022-08-16,14:03:00,944,Panne mécanique,2022-08-16,Electricité,MCS,Assistance,1,1,0,0,0,1,2022,8
6888126,C7,F49,2022-05-04,12:47:00,513,Panne mécanique,2022-05-04,Diesel,MCS,Assistance,1,0,0,0,0,0,2022,5
6292748,C16,F38,2021-09-27,10:04:00,1826,Panne mécanique,2021-09-27,Diesel,MCS,,0,0,0,0,0,0,2021,9
8177338,C7,F21,2022-08-12,09:39:00,1110,Panne mécanique,2022-08-12,Diesel,MCS,Assistance,1,0,1,0,0,0,2022,8
7161597,C5,???,2021-12-01,13:32:00,944,Panne mécanique,2021-12-01,Diesel,MCS,Assistance,1,0,0,0,0,0,2021,12
6644567,C4,???,2021-08-08,13:00:00,216,Panne mécanique,2021-08-08,Essence,MCS,Assistance,1,0,1,0,0,1,2021,8
8398394,C3,F5,2021-06-30,17:03:00,822,Panne mécanique,2021-06-30,Essence,MCS,Assistance,1,0,0,0,0,0,2021,6
8367594,C3,F10,2022-11-08,15:29:00,171,Panne mécanique,2022-11-08,Diesel,MCS,Assistance,1,0,0,0,0,0,2022,11
6074134,C1,???,2022-08-06,09:50:00,272,Panne mécanique,2022-08-05,Diesel,Higgins,Assistance,1,0,0,0,0,0,2022,8
5813657,C4,F23,2022-02-07,11:23:00,1544,Accident,2022-02-05,Diesel,MCS,Assistance,1,0,0,0,0,0,2022,2
7121306,C3,F5,2021-02-24,15:28:00,2051,"Clés, Carburant, Crevaison",2021-02-24,Essence,Higgins,Assistance,1,0,0,0,0,0,2021,2
6678014,C1,F27,2022-07-15,10:09:00,1164,Panne mécanique,2022-07-15,Diesel,MCS,Assistance,1,0,0,0,0,0,2022,7
6247706,C4,F8,2021-09-16,16:39:00,138,Panne mécanique,2021-09-16,Diesel,Higgins,Assistance,1,1,1,0,0,0,2021,9
8464729,C1,F0,2021-10-04,16:12:00,253,Panne mécanique,2021-10-04,Essence,MCS,Assistance,1,0,0,0,0,0,2021,10
6487851,C6,F15,2022-11-30,19:44:00,1350,Panne mécanique,2022-11-30,Diesel,MCS,Assistance,1,0,1,0,0,0,2022,11
8151671,C1,F1,2021-01-05,19:38:00,1390,Panne mécanique,2021-01-05,Diesel,MCS,Assistance,1,0,0,0,0,0,2021,1
6477065,C1,F6,2021-07-26,11:53:00,870,Panne mécanique,2021-07-26,Diesel,Higgins,Assistance,1,0,0,0,0,0,2021,7
7449355,C1,F6,2022-05-12,22:58:00,1337,Accident,2022-05-12,Diesel,MCS,Assistance,1,0,0,0,0,0,2022,5
6978724,C3,F7,2021-08-20,11:39:00,1461,"Clés, Carburant, Crevaison",2021-08-20,Essence,MCS,Assistance,1,0,0,0,0,0,2021,8
7406422,C8,???,2021-11-02,07:21:00,282,Panne mécanique,2021-11-02,Diesel,MCS,Assistance,1,0,0,0,0,0,2021,11
6415415,C4,F4,2022-07-01,09:31:00,1029,Panne mécanique,2022-07-01,Diesel,Higgins,Assistance,1,0,0,0,0,0,2022,7
6208566,C1,F1,2021-09-04,21:30:00,810,Panne mécanique,2021-09-04,Diesel,MCS,Assistance,1,0,0,0,0,0,2021,9
8363834,C1,F94,2022-03-24,15:41:00,848,Vol / Vandalisme,2022-03-17,Essence,MCS,Assistance,1,0,0,0,0,0,2022,3
8318250,C3,F5,2022-10-01,18:52:00,171,Panne mécanique,2022-10-01,Diesel,MCS,Assistance,1,0,0,0,0,0,2022,10
7643913,C4,F8,2021-11-02,18:35:00,1600,Accident,2021-11-02,Diesel,MCS,Assistance,1,0,0,0,0,0,2021,11
7868099,C1,F27,2021-11-02,15:09:00,124,Panne mécanique,2021-11-02,Diesel,Higgins,Assistance,1,0,0,0,0,0,2021,11
7949199,C4,F4,2021-12-11,16:46:00,329,Panne mécanique,2021-12-11,Diesel,MCS,Assistance,0,0,0,0,0,1,2021,12
7387191,C10,F17,2022-04-02,16:58:00,391,Panne mécanique,2022-04-02,Diesel,MCS,Assistance,1,0,0,0,0,0,2022,4
7651534,C6,F29,2022-10-15,15:00:00,1650,Panne mécanique,2022-10-15,Autre,MCS,Assistance,1,0,0,0,0,0,2022,10
5687576,C4,???,2022-08-29,10:24:00,1745,Accident,2022-08-24,Diesel,MCS,Assistance,1,0,0,0,0,0,2022,8
7306634,C1,F0,2021-08-16,16:05:00,1257,Inconnue,2021-08-16,Essence,Higgins,Assistance,1,0,0,0,0,0,2021,8
8446352,C4,F4,2022-06-15,10:03:00,171,Panne mécanique,2022-06-15,Diesel,MCS,Assistance,1,0,0,0,0,0,2022,6
8222447,C15,F33,2022-10-21,15:41:00,171,"Clés, Carburant, Crevaison",2022-10-21,Diesel,MCS,Assistance,1,0,0,0,0,0,2022,10
7441757,C3,F3,2022-10-06,14:47:00,320,Panne mécanique,2022-10-06,Diesel,MCS,Assistance,1,0,0,0,0,0,2022,10
7189270,C10,F17,2021-01-29,09:29:00,1957,Panne mécanique,2021-01-29,Essence,MCS,Assistance,1,0,0,0,0,0,2021,1
8145241,C1,F6,2021-06-30,13:07:00,1009,Panne mécanique,2021-06-30,Essence,MCS,Assistance,1,0,0,0,0,0,2021,6
6646312,C1,F0,2021-02-12,16:00:00,1566,"Clés, Carburant, Crevaison",2021-02-12,Diesel,Higgins,Assistance,1,0,0,0,0,0,2021,2
6682645,C0,F1,2021-03-15,11:04:00,1274,Panne mécanique,2021-03-15,Diesel,MCS,Assistance,1,1,0,0,0,0,2021,3
5709086,C4,F8,2021-04-08,10:21:00,626,Panne mécanique,2021-04-08,Diesel,MCS,Assistance,1,0,0,0,0,1,2021,4
8503316,C16,F38,2021-08-20,09:29:00,176,Panne mécanique,2021-08-20,Essence,MCS,Assistance,1,0,0,0,0,0,2021,8
8368216,C4,F23,2021-03-13,09:18:00,159,Accident,2021-03-12,Essence,MCS,,1,0,0,0,0,0,2021,3
5947627,C1,F27,2022-01-03,20:22:00,488,Accident,2022-01-03,Diesel,MCS,Assistance,1,0,0,0,0,0,2022,1
6887230,C1,F1,2021-03-09,10:42:00,171,Panne mécanique,2021-03-09,Diesel,MCS,Assistance,1,0,0,0,0,0,2021,3
7305728,C1,F6,2022-06-15,10:17:00,1322,Panne mécanique,2022-06-15,Diesel,MCS,Assistance,1,0,0,0,0,0,2022,6
6483823,C10,F20,2022-01-22,12:56:00,1182,Panne mécanique,2022-01-22,Essence,MCS,Assistance,1,0,0,0,0,0,2022,1
6718351,C10,F74,2022-11-27,16:45:00,517,"Clés, Carburant, Crevaison",2022-11-27,Diesel,MCS,,1,0,0,0,0,0,2022,11
5548388,C4,F4,2022-04-14,15:56:00,171,Accident,2022-04-14,Diesel,MCS,Assistance,1,0,0,0,0,0,2022,4
6025903,C7,F34,2022-03-03,13:14:00,1398,Accident,2022-03-03,Diesel,MCS,Assistance,1,0,0,0,0,0,2022,3
5702167,C7,F12,2021-05-30,17:53:00,1550,Panne mécanique,2021-05-30,Diesel,MCS,Assistance,1,1,0,0,0,0,2021,5
5863849,C4,F4,2021-07-19,08:27:00,818,Panne mécanique,2021-07-19,Essence,MCS,Assistance,1,0,0,0,0,0,2021,7
6452216,C1,F1,2022-02-27,10:08:00,225,Accident,2022-02-27,Electricité,MCS,Assistance,1,0,0,0,0,0,2022,2
5907246,C1,F6,2021-01-30,12:26:00,1371,Panne mécanique,2021-01-30,Essence,MCS,Assistance,0,0,1,0,1,0,2021,1
6193174,C1,F6,2021-01-03,16:02:00,478,Panne mécanique,2021-01-03,Diesel,MCS,Assistance,1,0,0,0,0,0,2021,1
8515909,C1,F6,2022-05-24,10:29:00,215,"Clés, Carburant, Crevaison",2022-05-24,Diesel,Higgins,Assistance,1,0,0,0,0,0,2022,5
7989166,C1,F6,2021-12-08,08:31:00,1122,Panne mécanique,2021-12-08,Essence,MCS,Assistance,1,0,0,0,0,0,2021,12
7269488,C3,F214,2022-04-08,14:47:00,607,Vol / Vandalisme,2022-04-08,Diesel,MCS,Assistance,1,0,0,0,0,0,2022,4
6326542,C31,F132,2022-08-15,10:54:00,1098,Autres,2022-08-15,Diesel,MCS,Assistance,0,0,0,0,0,0,2022,8
5839059,C7,F34,2022-12-13,19:44:00,1144,"Clés, Carburant, Crevaison",2022-12-13,Diesel,MCS,Assistance,1,0,0,0,0,0,2022,12
5950642,C4,F4,2021-03-15,10:15:00,686,Panne mécanique,2021-03-14,Diesel,MCS,Assistance,1,0,0,0,0,0,2021,3
5521170,C8,F13,2021-04-04,10:55:00,1015,"Clés, Carburant, Crevaison",2021-04-04,Essence,MCS,Assistance,1,0,0,0,0,0,2021,4
6865373,C0,F27,2021-06-19,09:55:00,722,Panne mécanique,2021-06-19,Diesel,Higgins,Assistance,1,0,0,0,0,0,2021,6
7176768,C3,F7,2022-06-09,14:56:00,615,Accident,2022-06-09,Electricité,Higgins,Assistance,1,0,0,0,0,0,2022,6
7739851,C4,F4,2022-11-03,15:06:00,231,Panne mécanique,2022-11-03,Diesel,MCS,,1,0,0,0,0,0,2022,11
7223887,C4,F14,2021-02-22,09:44:00,1360,Accident,2021-01-20,Essence,MCS,Assistance,1,0,0,0,0,0,2021,2
6792931,C3,F5,2022-08-24,10:06:00,2167,Panne mécanique,2022-08-24,Essence,Higgins,Assistance,1,0,0,0,0,0,2022,8
6258495,C1,F1,2022-07-11,17:11:00,1135,Panne mécanique,2022-07-11,Diesel,MCS,Assistance,1,0,0,0,0,0,2022,7
5815561,C1,F0,2021-09-24,12:36:00,560,Panne mécanique,2021-09-24,Essence,MCS,Assistance,1,0,1,0,1,0,2021,9
6896988,C3,F37,2021-09-29,15:21:00,868,"Clés, Carburant, Crevaison",2021-09-29,Diesel,MCS,Assistance,1,0,0,0,0,0,2021,9
6943501,C0,F6,2021-10-10,22:01:00,756,Accident,2021-10-10,Essence,MCS,Assistance,1,0,0,0,0,0,2021,10
5763709,C4,F8,2022-01-24,09:40:00,453,Panne mécanique,2022-01-24,Diesel,Higgins,Assistance,1,1,0,0,0,0,2022,1
7304360,C3,F63,2022-07-17,21:43:00,2084,Accident,2022-07-17,Diesel,Higgins,Assistance,1,0,1,0,0,0,2022,7
8455995,C7,,2021-09-18,21:17:00,1036,Panne mécanique,2021-09-18,Diesel,MCS,Assistance,1,1,1,0,0,0,2021,9
5810982,C3,F10,2022-06-16,11:56:00,482,Panne mécanique,2022-06-16,Diesel,Higgins,Assistance,1,1,0,0,0,0,2022,6
8071585,C3,F24,2021-01-20,,466,"Clés, Carburant, Crevaison",2021-01-20,Diesel,MCS,Assistance,1,0,0,0,0,0,2021,1
5668639,C4,F8,2021-08-26,15:28:00,511,Panne mécanique,2021-08-26,Diesel,MCS,Assistance,0,1,0,0,0,0,2021,8
5757141,C3,F5,2021-01-15,15:16:00,466,Panne mécanique,2021-01-15,Diesel,MCS,Assistance,1,0,0,0,0,0,2021,1
8097949,C8,F70,2021-07-18,17:13:00,1860,Panne mécanique,2021-07-18,Diesel,MCS,Assistance,1,0,0,0,0,0,2021,7
5573676,C15,F33,2021-02-18,12:30:00,2133,Panne mécanique,2021-02-18,Autre,MCS,Assistance,1,0,0,0,0,0,2021,2
6918954,C11,F25,2021-08-14,15:58:00,2375,Panne mécanique,2021-08-14,Essence,MCS,,1,0,0,0,0,0,2021,8
6441995,C4,F8,2021-08-10,11:30:00,1494,Panne mécanique,2021-08-10,Diesel,MCS,Assistance,1,0,0,0,0,0,2021,8
7175215,C3,F5,2022-01-21,09:50:00,336,Panne mécanique,2022-01-21,Diesel,Higgins,Assistance,1,0,0,0,0,0,2022,1
8073145,C4,F4,2021-12-03,18:02:00,947,Panne mécanique,2021-12-03,Essence,MCS,Assistance,1,0,0,0,0,0,2021,12
6494350,C40,F317,2022-07-27,14:42:00,1414,Panne mécanique,2022-05-29,Autre,MCS,Assistance,0,0,0,0,0,1,2022,7
6977023,C4,F4,2021-09-07,10:01:00,1829,Inconnue,2021-09-07,Essence,Higgins,Assistance,1,0,0,0,0,0,2021,9
8009958,C1,F0,2021-08-05,16:38:00,2308,Panne mécanique,2021-08-05,Essence,Higgins,Assistance,1,0,0,0,0,0,2021,8
6909533,C4,F4,2021-12-20,13:51:00,670,Panne mécanique,2021-12-20,Diesel,MCS,Assistance,1,0,0,0,0,0,2021,12
8164878,C1,F6,2021-06-17,16:55:00,360,Panne mécanique,2021-06-17,Diesel,MCS,Assistance,1,0,1,0,0,0,2021,6
5785646,C3,,2021-08-11,10:46:00,140,"Clés, Carburant, Crevaison",2021-08-11,Diesel,MCS,Assistance,0,0,0,0,0,0,2021,8
5824960,C1,F1,2022-08-22,13:48:00,810,Panne mécanique,2022-08-22,Diesel,MCS,Assistance,1,0,0,0,0,0,2022,8
7311598,C11,F25,2021-01-26,11:14:00,697,Panne mécanique,2021-01-26,Essence,MCS,Assistance,1,0,0,0,0,0,2021,1
8264981,C3,F5,2022-05-20,09:41:00,1114,Accident,2022-05-19,,MCS,Assistance,1,0,0,0,0,0,2022,5
7556071,C4,F4,2022-01-08,16:30:00,1500,Panne mécanique,2022-01-08,Diesel,MCS,Assistance,1,0,0,0,0,0,2022,1
6655650,C4,F4,2022-05-30,08:54:00,534,Panne mécanique,2022-05-28,Diesel,Higgins,Assistance,1,0,0,0,0,0,2022,5
7944066,C4,???,2022-12-27,05:57:00,302,Panne mécanique,2022-12-27,Essence,Higgins,Assistance,1,0,0,0,0,0,2022,12
6283593,C4,F8,2021-08-24,14:24:00,165,Panne mécanique,2021-08-24,Essence,MCS,Assistance,1,0,0,0,0,0,2021,8
5706075,C4,F4,2022-12-28,11:25:00,2144,Accident,2022-12-28,Autre,MCS,Assistance,1,0,0,0,0,0,2022,12
7327038,C4,F4,2022-04-05,10:00:00,762,Panne mécanique,2022-04-05,Diesel,Higgins,Assistance,1,0,0,0,0,0,2022,4
5772220,C3,F10,2022-08-29,16:13:00,493,Panne mécanique,2022-08-29,Essence,Higgins,Assistance,1,0,0,0,0,0,2022,8
6947271,C3,F3,2021-11-09,15:26:00,183,Panne mécanique,2021-11-09,Diesel,MCS,Assistance,1,0,0,0,0,0,2021,11
7022756,C4,F23,2021-07-12,14:53:00,879,Accident,2021-07-10,Diesel,MCS,Assistance,1,0,0,0,0,0,2021,7
5819838,C4,F4,2021-07-14,12:24:00,186,Panne mécanique,2021-07-14,Diesel,Higgins,Assistance,1,0,0,0,0,0,2021,7
7544338,C4,F4,2022-07-10,12:20:00,1573,Panne mécanique,2022-07-10,Diesel,MCS,Assistance,1,0,1,0,0,0,2022,7
7573470,C10,F17,2022-04-27,08:13:00,1534,Panne mécanique,2022-04-27,Diesel,MCS,Assistance,1,0,0,0,0,0,2022,4
5778301,C3,F24,2021-12-22,20:18:00,759,Panne mécanique,2021-12-22,Diesel,MCS,Assistance,1,1,0,0,0,0,2021,12
5608856,C17,???,2022-10-25,20:54:00,171,Panne mécanique,2022-10-25,Essence,MCS,Assistance,1,0,0,0,0,0,2022,10
6948807,C5,F101,2021-12-23,23:29:00,145,Autres,2021-12-23,Electricité,MCS,,1,0,0,0,0,0,2021,12
8381837,C4,F8,2021-12-30,17:48:00,422,Accident,2021-12-03,Diesel,MCS,Assistance,0,1,0,0,0,0,2021,12
8489535,C3,F5,2021-10-18,17:05:00,607,Panne mécanique,2021-10-18,Essence,Higgins,Assistance,1,0,0,0,0,0,2021,10
7362642,C3,F10,2022-01-07,18:16:00,839,Panne mécanique,2022-01-07,Diesel,Higgins,Assistance,1,0,0,0,0,0,2022,1
6782173,C4,F4,2022-12-30,12:04:00,170,Panne mécanique,2022-12-30,Essence,Higgins,Assistance,1,0,0,0,0,0,2022,12
7152129,C3,F10,2022-11-24,08:41:00,171,Panne mécanique,2022-11-24,Essence,MCS,Assistance,1,0,0,0,0,0,2022,11
8199258,C1,F18,2022-11-25,10:35:00,1687,Accident,2022-11-24,Essence,MCS,Assistance,1,0,0,0,0,0,2022,11
