Matricule,Date.presence,Lieu.travail,Population,Site,Type.de.contrat,Duree.travail,Temps.travail,Experience
1416,2021-02-09,TELE,CAS,B,CDD,3.666666,70,99
1416,2021-02-10,TELE,CAS,B,CDD,7.333333,70,100
1416,2021-02-12,TELE,CAS,B,CDD,3.666666,70,101
1416,2021-02-13,TELE,CAS,B,CDD,3.666666,70,102
1416,2021-02-17,TELE,CAS,B,CDD,7.333333,70,103
1416,2021-02-18,TELE,CAS,B,CDD,0.5,70,104
1416,2021-02-20,TELE,CAS,B,CDD,3.666666,70,105
1416,2021-03-01,TELE,CAS,B,CDD,7.333333,70,106
1416,2021-03-04,TELE,CAS,B,CDD,7.333333,70,107
1416,2021-03-05,TELE,CAS,B,CDD,7.333333,70,108
1416,2021-03-08,SITE,CAS,B,CDD,7.333333,70,109
1416,2021-03-09,TELE,CAS,B,CDD,3.666666,70,110
1416,2021-03-10,TELE,CAS,B,CDD,7.333333,70,111
1416,2021-03-14,TELE,CAS,B,CDD,7.333333,70,112
1416,2021-03-15,TELE,CAS,B,CDD,7.333333,70,113
1416,2021-03-16,TELE,CAS,B,CDD,7.333333,70,114
1416,2021-03-18,TELE,CAS,B,CDD,7.333333,70,115
1416,2021-03-20,TELE,CAS,B,CDD,3.666666,70,116
1416,2021-03-21,TELE,CAS,B,CDD,7.333333,70,117
1416,2021-03-23,TELE,CAS,B,CDD,7.333333,70,118
1416,2021-03-26,TELE,CAS,B,CDD,7.15,70,119
1416,2021-03-29,TELE,CAS,B,CDD,7.333333,70,120
1416,2021-04-01,TELE,CAS,B,CDD,7.333333,70,121
1416,2021-04-02,TELE,CAS,B,CDD,7.333333,70,122
1416,2021-04-05,TELE,CAS,B,CDD,3.666666,70,123
1416,2021-04-06,TELE,CAS,B,CDD,7.333333,70,124
1416,2021-04-08,TELE,CAS,B,CDD,3.666666,70,125
1416,2021-04-09,TELE,CAS,B,CDD,7.333333,70,126
1416,2021-04-12,TELE,CAS,B,CDD,7.333333,70,127
1416,2021-04-16,TELE,CAS,B,CDD,7.333333,70,128
1416,2021-04-19,TELE,CAS,B,CDD,3.666666,70,129
1416,2021-04-20,TELE,CAS,B,CDD,3.666666,70,130
1416,2021-04-21,TELE,CAS,B,CDD,3.666666,70,131
1416,2021-04-23,TELE,CAS,B,CDD,5.833333,70,132
1416,2021-05-02,TELE,CAS,B,CDD,7.333333,70,133
1416,2021-05-06,TELE,CAS,B,CDD,2.9,70,134
1416,2021-05-07,TELE,CAS,B,CDD,4.283333,70,135
1416,2021-05-08,TELE,CAS,B,CDD,6.9,70,136
1416,2021-05-12,TELE,CAS,B,CDD,6.833333,70,137
1416,2021-05-13,TELE,CAS,B,CDD,7.333333,70,138
1416,2021-05-16,SITE,CAS,B,CDD,5.5,70,139
1416,2021-05-17,TELE,CAS,B,CDD,7.333333,70,140
1416,2021-05-18,TELE,CAS,B,CDD,7.333333,70,141
1416,2021-05-21,TELE,CAS,B,CDD,7.333333,70,142
1416,2021-05-24,TELE,CAS,B,CDD,3.666666,70,143
1416,2021-05-28,TELE,CAS,B,CDD,7.333333,70,144
1416,2021-05-29,TELE,CAS,B,CDD,3.666666,70,145
1416,2021-05-31,TELE,CAS,B,CDD,6.666666,70,146
1416,2021-06-03,TELE,CAS,B,CDD,7.333333,70,147
1416,2021-06-04,TELE,CAS,B,CDD,1.65,70,148
1416,2021-06-07,TELE,CAS,B,CDD,7.333333,70,149
1416,2021-06-09,TELE,CAS,B,CDD,7.333333,70,150
1416,2021-06-10,TELE,CAS,B,CDD,7.333333,70,151
1416,2021-06-11,TELE,CAS,B,CDD,7.333333,70,152
1416,2021-06-12,TELE,CAS,B,CDD,7.333333,70,153
1416,2021-06-14,TELE,CAS,B,CDD,7.333333,70,154
1416,2021-06-17,TELE,CAS,B,CDD,3.666666,70,155
1416,2021-06-29,TELE,CAS,B,CDD,7.333333,70,156
1416,2021-06-30,TELE,CAS,B,CDD,7.333333,70,157
1416,2021-07-04,TELE,CAS,B,CDD,3.666666,70,158
1416,2021-07-05,TELE,CAS,B,CDD,7.333333,70,159
1416,2021-07-08,TELE,CAS,B,CDD,6.1,70,160
1416,2021-07-09,TELE,CAS,B,CDD,7.333333,70,161
1416,2021-07-12,TELE,CAS,B,CDD,7.333333,70,162
1416,2021-07-13,TELE,CAS,B,CDD,7.333333,70,163
1416,2021-07-14,TELE,CAS,B,CDD,7.333333,70,164
1416,2021-07-15,TELE,CAS,B,CDD,7.333333,70,165
1416,2021-07-17,TELE,CAS,B,CDD,7.333333,70,166
1416,2021-07-18,TELE,CAS,B,CDD,7.333333,70,167
1416,2021-07-21,TELE,CAS,B,CDD,7.333333,70,168
1416,2021-07-22,TELE,CAS,B,CDD,7.333333,70,169
1416,2021-07-26,TELE,CAS,B,CDD,7.333333,70,170
1416,2021-07-27,TELE,CAS,B,CDD,7.033333,70,171
1416,2021-07-28,TELE,CAS,B,CDD,3.666666,70,172
1416,2021-08-02,TELE,CAS,B,CDD,7.333333,70,173
1416,2021-08-03,TELE,CAS,B,CDD,6.666666,70,174
1416,2021-08-04,TELE,CAS,B,CDD,7.333333,70,175
1416,2021-08-08,TELE,CAS,B,CDD,6.983333,70,176
1416,2021-08-10,TELE,CAS,B,CDD,7.333333,70,177
1416,2021-08-11,TELE,CAS,B,CDD,7.333333,70,178
1416,2021-08-12,TELE,CAS,B,CDD,7.333333,70,179
1416,2021-08-14,TELE,CAS,B,CDD,3.666666,70,180
1416,2021-08-15,TELE,CAS,B,CDD,7.333333,70,181
1416,2021-08-19,TELE,CAS,B,CDD,3.666666,70,182
1416,2021-08-20,TELE,CAS,B,CDD,7.333333,70,183
1416,2021-08-23,TELE,CAS,B,CDD,7.333333,70,184
1416,2021-08-27,TELE,CAS,B,CDD,7.333333,70,185
1416,2021-08-28,TELE,CAS,B,CDD,3.666666,70,186
1416,2021-08-29,TELE,CAS,B,CDD,3.666666,70,187
1416,2021-09-01,TELE,CAS,B,CDD,7.333333,70,188
1416,2021-09-03,TELE,CAS,B,CDD,7.333333,70,189
1416,2021-09-04,TELE,CAS,B,CDD,7.333333,70,190
1416,2021-09-06,TELE,CAS,B,CDD,7.333333,70,191
1416,2021-09-10,TELE,CAS,B,CDD,7.333333,70,192
1416,2021-09-11,TELE,CAS,B,CDD,4.666666,70,193
1416,2021-09-12,TELE,CAS,B,CDD,7.333333,70,194
1416,2021-09-13,TELE,CAS,B,CDD,7.333333,70,195
1416,2021-09-16,TELE,CAS,B,CDD,3.666666,70,196
1416,2021-09-17,TELE,CAS,B,CDD,7.283333,70,197
1416,2021-09-22,TELE,CAS,B,CDD,6.95,70,198
1416,2021-09-26,TELE,CAS,B,CDD,7.333333,70,199
1416,2021-09-27,TELE,CAS,B,CDD,7.333333,70,200
1416,2021-09-28,TELE,CAS,B,CDD,7.333333,70,201
1416,2021-09-29,TELE,CAS,B,CDD,7.333333,70,202
1416,2021-09-30,TELE,CAS,B,CDD,7.283333,70,203
1416,2021-10-03,TELE,CAS,B,CDD,7.333333,70,204
1416,2021-10-04,TELE,CAS,B,CDD,7.333333,70,205
1416,2021-10-06,TELE,CAS,B,CDD,6.95,70,206
1416,2021-10-07,TELE,CAS,B,CDD,7.333333,70,207
1416,2021-10-09,TELE,CAS,B,CDD,7.333333,70,208
1416,2021-10-10,TELE,CAS,B,CDD,7.333333,70,209
1416,2021-10-11,TELE,CAS,B,CDD,3.666666,70,210
1416,2021-10-12,TELE,CAS,B,CDD,7.333333,70,211
1416,2021-10-16,TELE,CAS,B,CDD,7.333333,70,212
1416,2021-10-17,TELE,CAS,B,CDD,7.333333,70,213
1416,2021-10-20,TELE,CAS,B,CDD,7.333333,70,214
1416,2021-10-21,TELE,CAS,B,CDD,7.333333,70,215
1416,2021-10-22,SITE,CAS,B,CDD,7.333333,70,216
1416,2021-10-23,TELE,CAS,B,CDD,3.666666,70,217
1416,2021-10-26,TELE,CAS,B,CDD,7.333333,70,218
1416,2021-10-27,SITE,CAS,B,CDD,5.4,70,219
1416,2021-10-29,SITE,CAS,B,CDD,7.333333,70,220
1416,2021-10-30,TELE,CAS,B,CDD,7.333333,70,221
1416,2021-11-02,TELE,CAS,B,CDD,7.333333,70,222
1416,2021-11-03,SITE,CAS,B,CDD,7.3334,70,223
1416,2021-11-06,TELE,CAS,B,CDD,7.333333,70,224
1416,2021-11-09,TELE,CAS,B,CDD,7.333333,70,225
1416,2021-11-10,SITE,CAS,B,CDD,7.333333,70,226
1416,2021-11-11,TELE,CAS,B,CDD,3.666666,70,227
1416,2021-11-12,SITE,CAS,B,CDD,7.266666,70,228
1416,2021-11-14,SITE,CAS,B,CDD,7.333333,70,229
1416,2021-11-15,SITE,CAS,B,CDD,7.333333,70,230
1416,2021-11-16,TELE,CAS,B,CDD,7.333333,70,231
1416,2021-11-19,SITE,CAS,B,CDD,7.333333,70,232
1416,2021-11-20,TELE,CAS,B,CDD,7.333333,70,233
1416,2021-11-21,TELE,CAS,B,CDD,7.333333,70,234
1416,2021-11-22,SITE,CAS,B,CDD,3.666666,70,235
1416,2021-12-06,SITE,CAS,B,CDD,7.333333,70,236
1416,2021-12-07,TELE,CAS,B,CDD,7.283333,70,237
1416,2021-12-09,TELE,CAS,B,CDD,7.333333,70,238
1416,2021-12-11,TELE,CAS,B,CDD,7.333333,70,239
1416,2021-12-12,TELE,CAS,B,CDD,3.666666,70,240
1416,2021-12-14,TELE,CAS,B,CDD,7.333333,70,241
1416,2021-12-15,SITE,CAS,B,CDD,1.783333,70,242
1416,2021-12-20,SITE,CAS,B,CDD,3.666666,70,243
1416,2021-12-21,TELE,CAS,B,CDD,7.333333,70,244
1416,2021-12-23,TELE,CAS,B,CDD,7.333333,70,245
1416,2021-12-24,SITE,CAS,B,CDD,7.333333,70,246
1416,2021-12-25,SITE,CAS,B,CDD,7.333333,70,247
1416,2021-12-26,SITE,CAS,B,CDD,7.3334,70,248
1416,2021-12-27,SITE,CAS,B,CDD,7.333333,70,249
1416,2021-12-30,SITE,CAS,B,CDD,7.333333,70,250
1416,2021-12-31,SITE,CAS,B,CDD,7.333333,70,251
1416,2022-01-05,SITE,CAS,B,CDD,6.583333,70,252
1416,2022-01-06,SITE,CAS,B,CDD,7.033333,70,253
1416,2022-01-08,SITE,CAS,B,CDD,5.5,70,254
1416,2022-01-09,SITE,CAS,B,CDD,7.333333,70,255
1416,2022-01-13,SITE,CAS,B,CDD,7.333333,70,256
1416,2022-01-14,SITE,CAS,B,CDD,7.333333,70,257
1416,2022-01-15,SITE,CAS,B,CDD,7.333333,70,258
1416,2022-01-18,SITE,CAS,B,CDD,5.5,70,259
1416,2022-01-19,SITE,CAS,B,CDD,3.666666,70,260
1416,2022-01-20,SITE,CAS,B,CDD,3.666666,70,261
1416,2022-01-25,SITE,CAS,B,CDD,3.666666,70,262
1416,2022-01-26,SITE,CAS,B,CDD,6.533333,70,263
1416,2022-01-31,SITE,CAS,B,CDD,7.333333,70,264
1416,2022-02-01,SITE,CAS,B,CDD,7.333333,70,265
1416,2022-02-02,SITE,CAS,B,CDD,7.333333,70,266
1416,2022-02-04,SITE,CAS,B,CDD,3.666666,70,267
1416,2022-02-07,SITE,CAS,B,CDD,5.5,70,268
1416,2022-02-08,SITE,CAS,B,CDD,7.333333,70,269
1416,2022-02-09,SITE,CAS,B,CDD,3.666666,70,270
1416,2022-02-11,SITE,CAS,B,CDD,7.333333,70,271
1416,2022-02-12,SITE,CAS,B,CDD,7.333333,70,272
1416,2022-02-19,SITE,CAS,B,CDD,7.333333,70,273
1416,2022-02-20,SITE,CAS,B,CDD,7.333333,70,274
1416,2022-02-21,SITE,CAS,B,CDD,7.333333,70,275
1416,2022-02-22,SITE,CAS,B,CDD,7.333333,70,276
1416,2022-02-23,SITE,CAS,B,CDD,3.666666,70,277
1416,2022-02-26,SITE,CAS,B,CDD,7.333333,70,278
1416,2022-02-27,SITE,CAS,B,CDD,5.5,70,279
1416,2022-03-01,SITE,CAS,B,CDD,3.166666,70,280
1416,2022-03-04,SITE,CAS,B,CDD,7.333333,70,281
1416,2022-03-05,SITE,CAS,B,CDD,7.333333,70,282
1416,2022-03-15,SITE,CAS,B,CDD,7.333333,70,283
1416,2022-03-16,SITE,CAS,B,CDD,3.433333,70,284
1416,2022-03-21,SITE,CAS,B,CDD,7.333333,70,285
1416,2022-03-22,SITE,CAS,B,CDD,7.333333,70,286
1416,2022-03-25,SITE,CAS,B,CDD,3.666666,70,287
1425,2021-07-04,SITE,CAC,A,CDS,3.666666,80,0
1425,2021-07-06,SITE,CAC,A,CDS,7.333333,80,1
1425,2021-07-07,SITE,CAC,A,CDS,7.0,80,2
1425,2021-07-08,SITE,CAC,A,CDS,7.333333,80,3
1425,2021-07-09,SITE,CAC,A,CDS,7.333333,80,4
1425,2021-07-12,SITE,CAC,A,CDS,7.333333,80,5
1425,2021-07-13,SITE,CAC,A,CDS,7.333333,80,6
1425,2021-07-15,SITE,CAC,A,CDS,3.583333,80,7
1425,2021-07-16,SITE,CAC,A,CDS,5.5,80,8
1425,2021-07-17,SITE,CAC,A,CDS,5.5,80,9
1425,2021-07-20,SITE,CAC,A,CDS,7.333333,80,10
1425,2021-07-21,SITE,CAC,A,CDS,7.333333,80,11
1425,2021-07-26,SITE,CAC,A,CDS,7.333333,80,12
1425,2021-07-27,SITE,CAC,A,CDS,7.333333,80,13
1425,2021-07-29,SITE,CAC,A,CDS,7.333333,80,14
1425,2021-08-02,SITE,CAC,A,CDS,7.333333,80,15
1425,2021-08-03,SITE,CAC,A,CDS,7.333333,80,16
1425,2021-08-04,SITE,CAC,A,CDS,7.333333,80,17
1425,2021-08-05,SITE,CAC,A,CDS,7.333333,80,18
1425,2021-08-09,SITE,CAC,A,CDS,7.333333,80,19
1425,2021-08-10,SITE,CAC,A,CDS,7.333333,80,20
1425,2021-08-12,SITE,CAC,A,CDS,7.333333,80,21
1425,2021-08-13,SITE,CAC,A,CDS,7.333333,80,22
1425,2021-08-16,SITE,CAC,A,CDS,7.333333,80,23
1425,2021-08-20,SITE,CAC,A,CDS,7.333333,80,24
1425,2021-08-21,SITE,CAC,A,CDS,5.5,80,25
1425,2021-08-22,SITE,CAC,A,CDS,5.5,80,26
1425,2021-08-23,SITE,CAC,A,CDS,7.333333,80,27
1425,2021-08-25,SITE,CAC,A,CDS,7.0,80,28
1425,2021-08-26,SITE,CAC,A,CDS,3.666666,80,29
1425,2021-08-27,SITE,CAC,A,CDS,7.333333,80,30
1425,2021-08-28,SITE,CAC,A,CDS,7.333333,80,31
1425,2022-06-02,SITE,CAC,A,CDS,3.666666,80,32
1425,2022-06-03,SITE,CAC,A,CDS,5.083333,80,33
1425,2022-06-04,SITE,CAC,A,CDS,7.333333,80,34
1425,2022-06-08,SITE,CAC,A,CDS,7.3334,80,35
1425,2022-06-09,SITE,CAC,A,CDS,0.5,80,36
1425,2022-06-10,SITE,CAC,A,CDS,0.5,80,37
1425,2022-06-11,SITE,CAC,A,CDS,7.333333,80,38
1425,2022-06-13,SITE,CAC,A,CDS,3.666666,80,39
1425,2022-06-14,SITE,CAC,A,CDS,1.0,80,40
1425,2022-06-16,SITE,CAC,A,CDS,1.0,80,41
1425,2022-06-17,SITE,CAC,A,CDS,7.333333,80,42
1425,2022-06-20,SITE,CAC,A,CDS,7.333333,80,43
1425,2022-06-21,SITE,CAC,A,CDS,7.333333,80,44
1425,2022-06-23,SITE,CAC,A,CDS,7.083333,80,45
1425,2022-06-25,SITE,CAC,A,CDS,5.5,80,46
1425,2022-06-27,SITE,CAC,A,CDS,7.333333,80,47
1425,2022-06-30,SITE,CAC,A,CDS,7.333333,80,48
1425,2022-07-01,SITE,CAC,A,CDS,3.5,80,49
1425,2022-07-02,SITE,CAC,A,CDS,5.5,80,50
1425,2022-07-03,SITE,CAC,A,CDS,7.333333,80,51
1425,2022-07-04,SITE,CAC,A,CDS,7.3334,80,52
1425,2022-07-07,SITE,CAC,A,CDS,7.333333,80,53
1425,2022-07-08,SITE,CAC,A,CDS,5.5,80,54
1425,2022-07-11,SITE,CAC,A,CDS,0.666666,80,55
1425,2022-07-12,SITE,CAC,A,CDS,0.666666,80,56
1425,2022-07-13,SITE,CAC,A,CDS,0.25,80,57
1425,2022-07-16,SITE,CAC,A,CDS,7.333333,80,58
1425,2022-07-17,SITE,CAC,A,CDS,7.333333,80,59
1425,2022-07-18,SITE,CAC,A,CDS,5.5,80,60
1425,2022-07-21,SITE,CAC,A,CDS,7.333333,80,61
1425,2022-07-22,SITE,CAC,A,CDS,0.5,80,62
1425,2022-07-25,SITE,CAC,A,CDS,1.0,80,63
1425,2022-07-27,SITE,CAC,A,CDS,7.3334,80,64
1425,2022-07-28,SITE,CAC,A,CDS,7.3334,80,65
1425,2022-07-29,SITE,CAC,A,CDS,1.5,80,66
1425,2022-08-10,SITE,CAC,A,CDS,7.333333,80,67
1425,2022-08-11,SITE,CAC,A,CDS,1.0,80,68
1425,2022-08-12,SITE,CAC,A,CDS,7.333333,80,69
1425,2022-08-13,SITE,CAC,A,CDS,7.333333,80,70
1425,2022-08-15,SITE,CAC,A,CDS,7.333333,80,71
1425,2022-08-16,SITE,CAC,A,CDS,7.3334,80,72
1425,2022-08-17,SITE,CAC,A,CDS,7.3334,80,73
1425,2022-08-18,SITE,CAC,A,CDS,3.666666,80,74
1425,2022-08-22,SITE,CAC,A,CDS,7.166666,80,75
1425,2022-08-23,SITE,CAC,A,CDS,7.333333,80,76
1425,2022-08-25,SITE,CAC,A,CDS,0.666666,80,77
1425,2022-08-26,SITE,CAC,A,CDS,0.666666,80,78
1425,2022-08-27,SITE,CAC,A,CDS,5.5,80,79
1425,2022-08-29,SITE,CAC,A,CDS,7.333333,80,80
1425,2022-08-30,SITE,CAC,A,CDS,7.333333,80,81
1425,2022-08-31,SITE,CAC,A,CDS,5.5,80,82
2177,2021-07-04,SITE,CAC,A,CDS,3.666666,80,0
2177,2021-07-05,SITE,CAC,A,CDS,7.333333,80,1
2177,2021-07-08,SITE,CAC,A,CDS,7.166666,80,2
2177,2021-07-09,SITE,CAC,A,CDS,7.333333,80,3
2177,2021-07-10,SITE,CAC,A,CDS,5.5,80,4
2177,2021-07-12,SITE,CAC,A,CDS,7.333333,80,5
2177,2021-07-13,SITE,CAC,A,CDS,3.666666,80,6
2177,2021-07-15,SITE,CAC,A,CDS,7.333333,80,7
2177,2021-07-19,SITE,CAC,A,CDS,7.333333,80,8
2177,2021-07-23,SITE,CAC,A,CDS,7.333333,80,9
2177,2021-07-26,SITE,CAC,A,CDS,5.5,80,10
2177,2021-07-27,SITE,CAC,A,CDS,7.333333,80,11
2177,2021-07-28,SITE,CAC,A,CDS,7.333333,80,12
2177,2021-07-30,SITE,CAC,A,CDS,7.333333,80,13
2177,2021-08-02,SITE,CAC,A,CDS,7.333333,80,14
2177,2021-08-03,SITE,CAC,A,CDS,7.333333,80,15
2177,2021-08-09,SITE,CAC,A,CDS,7.333333,80,16
2177,2021-08-11,SITE,CAC,A,CDS,7.333333,80,17
2177,2021-08-12,SITE,CAC,A,CDS,7.333333,80,18
2177,2021-08-13,SITE,CAC,A,CDS,7.333333,80,19
2177,2021-08-15,SITE,CAC,A,CDS,7.333333,80,20
2177,2021-08-16,SITE,CAC,A,CDS,7.333333,80,21
2177,2021-08-19,SITE,CAC,A,CDS,3.666666,80,22
2177,2021-08-20,SITE,CAC,A,CDS,7.333333,80,23
2177,2021-08-23,SITE,CAC,A,CDS,7.333333,80,24
2177,2021-08-24,SITE,CAC,A,CDS,7.333333,80,25
2177,2021-08-26,SITE,CAC,A,CDS,6.916666,80,26
2177,2021-08-27,SITE,CAC,A,CDS,5.5,80,27
2177,2021-08-28,SITE,CAC,A,CDS,5.5,80,28
2177,2021-08-30,SITE,CAC,A,CDS,7.333333,80,29
2177,2021-08-31,SITE,CAC,A,CDS,7.333333,80,30
810,2021-06-08,SITE,CAS,B,CDS,3.666666,80,48
810,2021-06-09,SITE,CAS,B,CDS,5.5,80,49
810,2021-06-12,SITE,CAS,B,CDS,7.333333,80,50
810,2021-06-13,SITE,CAS,B,CDS,5.5,80,51
810,2021-06-14,SITE,CAS,B,CDS,7.333333,80,52
810,2021-06-15,SITE,CAS,B,CDS,5.5,80,53
810,2021-06-17,SITE,CAS,B,CDS,7.3334,80,54
810,2021-06-18,SITE,CAS,B,CDS,7.3334,80,55
810,2021-06-19,SITE,CAS,B,CDS,5.5,80,56
810,2021-06-20,SITE,CAS,B,CDS,7.333333,80,57
810,2021-06-21,SITE,CAS,B,CDS,6.833333,80,58
810,2021-06-24,SITE,CAS,B,CDS,3.666666,80,59
810,2021-06-25,SITE,CAS,B,CDS,3.666666,80,60
810,2021-06-28,SITE,CAS,B,CDS,7.333333,80,61
810,2021-06-29,SITE,CAS,B,CDS,7.333333,80,62
810,2021-06-30,SITE,CAS,B,CDS,7.333333,80,63
810,2021-07-01,SITE,CAS,B,CDS,6.5,80,64
810,2021-07-04,SITE,CAS,B,CDS,7.333333,80,65
810,2021-07-05,SITE,CAS,B,CDS,7.333333,80,66
810,2021-07-07,SITE,CAS,B,CDS,5.5,80,67
810,2021-07-08,SITE,CAS,B,CDS,6.883333,80,68
810,2021-07-09,SITE,CAS,B,CDS,5.5,80,69
810,2021-07-10,SITE,CAS,B,CDS,5.5,80,70
810,2021-07-12,SITE,CAS,B,CDS,7.333333,80,71
810,2021-07-15,SITE,CAS,B,CDS,7.333333,80,72
810,2021-07-16,SITE,CAS,B,CDS,7.3334,80,73
810,2021-07-19,SITE,CAS,B,CDS,7.333333,80,74
810,2021-07-20,SITE,CAS,B,CDS,7.333333,80,75
810,2021-07-22,SITE,CAS,B,CDS,7.333333,80,76
810,2021-07-23,SITE,CAS,B,CDS,7.333333,80,77
810,2021-07-24,SITE,CAS,B,CDS,5.5,80,78
810,2021-07-26,SITE,CAS,B,CDS,7.333333,80,79
810,2021-07-27,SITE,CAS,B,CDS,7.333333,80,80
810,2021-07-28,SITE,CAS,B,CDS,7.3334,80,81
810,2021-07-31,SITE,CAS,B,CDS,7.333333,80,82
810,2021-08-01,SITE,CAS,B,CDS,7.333333,80,83
810,2021-08-02,SITE,CAS,B,CDS,7.333333,80,84
810,2021-08-04,SITE,CAS,B,CDS,7.333333,80,85
810,2021-08-05,SITE,CAS,B,CDS,7.333333,80,86
810,2021-08-06,SITE,CAS,B,CDS,7.333333,80,87
810,2021-08-07,SITE,CAS,B,CDS,7.333333,80,88
810,2021-08-09,SITE,CAS,B,CDS,5.5,80,89
810,2021-08-10,SITE,CAS,B,CDS,5.5,80,90
810,2021-08-13,SITE,CAS,B,CDS,7.333333,80,91
810,2021-08-14,SITE,CAS,B,CDS,7.333333,80,92
810,2021-08-15,SITE,CAS,B,CDS,7.333333,80,93
810,2021-08-16,SITE,CAS,B,CDS,7.333333,80,94
810,2021-08-18,SITE,CAS,B,CDS,7.333333,80,95
810,2021-08-19,SITE,CAS,B,CDS,7.333333,80,96
810,2021-08-21,SITE,CAS,B,CDS,5.5,80,97
810,2021-08-22,SITE,CAS,B,CDS,5.5,80,98
810,2021-08-23,SITE,CAS,B,CDS,7.333333,80,99
810,2021-08-26,SITE,CAS,B,CDS,7.3334,80,100
810,2021-08-27,SITE,CAS,B,CDS,7.333333,80,101
810,2021-08-28,SITE,CAS,B,CDS,7.333333,80,102
810,2021-08-30,SITE,CAS,B,CDS,7.333333,80,103
810,2021-09-01,SITE,CAS,B,CDS,7.333333,80,104
810,2021-09-02,SITE,CAS,B,CDS,5.5,80,105
810,2021-09-04,SITE,CAS,B,CDS,7.333333,80,106
810,2021-09-06,SITE,CAS,B,CDS,7.333333,80,107
810,2021-09-07,SITE,CAS,B,CDS,7.333333,80,108
810,2022-06-02,SITE,CAS,B,CDS,3.666666,80,109
810,2022-06-03,SITE,CAS,B,CDS,6.766666,80,110
810,2022-06-04,SITE,CAS,B,CDS,5.5,80,111
810,2022-06-06,SITE,CAS,B,CDS,7.333333,80,112
810,2022-06-07,SITE,CAS,B,CDS,7.3334,80,113
810,2022-06-08,SITE,CAS,B,CDS,5.5,80,114
810,2022-06-11,SITE,CAS,B,CDS,7.333333,80,115
810,2022-06-12,SITE,CAS,B,CDS,7.333333,80,116
810,2022-06-14,SITE,CAS,B,CDS,5.5,80,117
810,2022-06-15,SITE,CAS,B,CDS,7.333333,80,118
810,2022-06-16,SITE,CAS,B,CDS,7.333333,80,119
810,2022-06-17,SITE,CAS,B,CDS,7.333333,80,120
810,2022-06-21,SITE,CAS,B,CDS,7.333333,80,121
810,2022-06-22,SITE,CAS,B,CDS,7.3334,80,122
810,2022-06-23,SITE,CAS,B,CDS,7.3334,80,123
810,2022-06-24,SITE,CAS,B,CDS,7.3334,80,124
810,2022-06-26,SITE,CAS,B,CDS,7.333333,80,125
810,2022-06-27,SITE,CAS,B,CDS,7.333333,80,126
810,2022-06-28,SITE,CAS,B,CDS,7.333333,80,127
810,2022-06-29,SITE,CAS,B,CDS,7.333333,80,128
810,2022-07-01,SITE,CAS,B,CDS,7.3334,80,129
810,2022-07-02,SITE,CAS,B,CDS,5.5,80,130
810,2022-07-06,SITE,CAS,B,CDS,5.166666,80,131
810,2022-07-09,SITE,CAS,B,CDS,5.5,80,132
810,2022-07-10,SITE,CAS,B,CDS,6.916666,80,133
810,2022-07-11,SITE,CAS,B,CDS,7.0,80,134
810,2022-07-12,SITE,CAS,B,CDS,7.3334,80,135
810,2022-07-14,SITE,CAS,B,CDS,7.333333,80,136
810,2022-07-15,SITE,CAS,B,CDS,3.666666,80,137
810,2022-07-18,SITE,CAS,B,CDS,7.333333,80,138
810,2022-07-19,SITE,CAS,B,CDS,7.333333,80,139
810,2022-07-20,SITE,CAS,B,CDS,7.333333,80,140
810,2022-07-21,SITE,CAS,B,CDS,7.333333,80,141
810,2022-07-23,SITE,CAS,B,CDS,7.333333,80,142
810,2022-07-24,SITE,CAS,B,CDS,7.333333,80,143
810,2022-07-25,SITE,CAS,B,CDS,5.5,80,144
810,2022-07-26,SITE,CAS,B,CDS,7.333333,80,145
810,2022-07-29,SITE,CAS,B,CDS,7.333333,80,146
810,2022-07-30,SITE,CAS,B,CDS,7.1,80,147
810,2022-08-01,SITE,CAS,B,CDS,7.333333,80,148
810,2022-08-02,SITE,CAS,B,CDS,7.333333,80,149
810,2022-08-03,SITE,CAS,B,CDS,7.3334,80,150
810,2022-08-04,SITE,CAS,B,CDS,7.3334,80,151
810,2022-08-05,SITE,CAS,B,CDS,7.333333,80,152
810,2022-08-08,SITE,CAS,B,CDS,5.5,80,153
810,2022-08-09,SITE,CAS,B,CDS,5.5,80,154
810,2022-08-11,SITE,CAS,B,CDS,7.333333,80,155
810,2022-08-12,SITE,CAS,B,CDS,7.333333,80,156
810,2022-08-13,SITE,CAS,B,CDS,5.5,80,157
810,2022-08-16,SITE,CAS,B,CDS,7.333333,80,158
810,2022-08-18,SITE,CAS,B,CDS,7.333333,80,159
810,2022-08-19,SITE,CAS,B,CDS,3.666666,80,160
810,2022-08-20,SITE,CAS,B,CDS,7.333333,80,161
810,2022-08-21,SITE,CAS,B,CDS,6.716666,80,162
810,2022-08-22,SITE,CAS,B,CDS,7.333333,80,163
810,2022-08-25,SITE,CAS,B,CDS,7.25,80,164
810,2022-08-26,SITE,CAS,B,CDS,3.666666,80,165
810,2022-08-27,SITE,CAS,B,CDS,7.333333,80,166
810,2022-08-28,SITE,CAS,B,CDS,5.5,80,167
810,2022-08-29,SITE,CAS,B,CDS,7.333333,80,168
810,2022-09-01,SITE,CAS,B,CDS,7.333333,80,169
810,2022-09-02,SITE,CAS,B,CDS,7.333333,80,170
810,2022-09-04,SITE,CAS,B,CDS,3.666666,80,171
810,2022-09-05,SITE,CAS,B,CDS,7.333333,80,172
